NU_ANO;CO_CURSO;DS_VT_ACE_OFG;DS_VT_ACE_OCE;NT_FG_D1_CT;NT_FG_D2_CT;NT_CE_D1;NT_CE_D2;NT_CE_D3
2022;13113;11110111;910101110011111891011011110;75;100;57.5;70;62.5
2022;13113;11110111;901001111010110891111011111;100;75;50;60;100
2022;13113;11111111;910111111110100891111011110;75;87.5;50;10;37.5
2022;13113;01100101;911111110111110891111110111;50;87.5;60;40;52.5
2022;13113;01110101;911101111011111890111101111;87.5;75;70;40;47.5
2022;13113;11111111;911101101111111890111111110;75;62.5;0;0;32.5
2022;13113;11111111;910101111111111891011001111;87.5;87.5;37.5;10;37.5
2022;13113;11111111;910101110111101891011111111;50;75;70;20;62.5
2022;13113;01110111;911110111010111891011110111;100;75;70;100;47.5
2022;13113;11111101;911101011001111891111011111;62.5;75;60;70;75
2022;13113;01110111;911111110011111891111011011;75;62.5;47.5;50;100
2022;13113;01110111;911101111011111891011111111;75;100;67.5;40;0
2022;13113;01111101;911111111110111891101110111;75;75;60;20;50
2022;13113;11111111;901001101111111890111110111;75;75;80;90;85
2022;13113;11110111;911101111111110891111111100;100;87.5;60;0;65
2022;13113;01111111;911111111011111890111011110;62.5;75;90;70;47.5
2022;13113;11111111;901111111111111891111011010;62.5;100;37.5;40;47.5
2022;13113;01111111;901101111111111891111111110;62.5;87.5;60;20;37.5
2022;13113;11110111;901101111110111891011111101;87.5;87.5;50;90;100
2022;13113;01110101;911101111011111891111111111;50;87.5;50;30;100
2022;13113;01111111;911101111111111891111111111;75;100;25;10;0
2022;13113;00110111;911111111011111891111111111;75;87.5;80;40;35
2022;13113;01111111;911101111111111891111011111;62.5;75;47.5;40;62.5
2022;13113;01110111;911111111111111891001101111;100;87.5;57.5;90;75
2022;13113;01111111;911101111111111891111111011;87.5;75;80;50;50
2022;13113;01111111;911101111111111891011111111;87.5;100;50;50;62.5
2022;13113;11111111;911111111111111891111111111;0;0;50;90;75
2022;13113;11111011;901111111111111891111111111;87.5;100;0;0;100
2022;13113;01111111;911101101111111891111111111;75;87.5;57.5;100;40
2022;13113;11111111;911111111111111890111001111;100;100;90;40;72.5
2022;13113;01111011;911111111111111891111111110;75;87.5;80;100;60
2022;13113;11111111;911101111111111891111101111;100;87.5;90;80;37.5
2022;13113;11111111;911111111111111891111111111;25;100;70;100;75
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;;;;;;;
2022;21589;01100111;900000110990910190000090000;25;37.5;13.3;0;16.7
2022;21589;00010001;911110100990900090101091000;12.5;12.5;13.3;0;50
2022;21589;11110111;911001110990910090000190000;25;37.5;0;0;0
2022;21589;00100100;911110101990911090100090000;37.5;37.5;33.3;25;33.3
2022;21589;01100100;901010011990910091100090100;25;75;66.7;100;0
2022;21589;00010101;910111011990900190101091000;62.5;25;80;0;0
2022;21589;01101011;901010000990910190101090101;50;75;80;75;66.7
2022;21589;10111100;910100010990900091111190100;75;75;66.7;75;0
2022;21589;10100101;910011110990910091111091100;0;0;33.3;0;83.3
2022;21589;00110001;901011011990910191100090100;100;62.5;66.7;50;66.7
2022;21589;01110000;911011010990900191011191101;62.5;37.5;26.7;25;33.3
2022;21589;11011101;910010111990900091110091101;62.5;62.5;66.7;0;0
2022;21589;01101111;901110111990910091101191000;0;0;66.7;50;16.7
2022;21589;01101101;900011100990911190111191100;25;0;46.7;100;0
2022;21589;01111111;911000001990910191100091001;50;87.5;66.7;25;100
2022;21589;01011111;911011101990900090111090001;50;75;66.7;25;83.3
2022;21589;01111101;910101110990900091101090100;87.5;75;60;100;100
2022;21589;00100101;911011110991900091011091001;37.5;87.5;66.7;75;100
2022;21589;11111111;910011110990900091101091111;0;0;80;0;100
2022;21589;00111110;900100100991910191100191101;75;50;66.7;100;83.3
2022;21589;00111101;911100111991910190111090000;50;62.5;66.7;25;83.3
2022;21589;01101100;900111100990910190111090111;87.5;75;80;50;83.3
2022;21589;01101111;911001101990910091101091100;87.5;62.5;66.7;75;83.3
2022;21589;01100001;911011110990910191011091100;62.5;62.5;80;75;100
2022;21589;01110001;911111111990910191100190000;37.5;75;66.7;100;83.3
2022;21589;01111101;911011011990911091110091100;75;37.5;46.7;50;83.3
2022;21589;11111101;901111111990910190101091100;62.5;75;46.7;50;16.7
2022;21589;01001111;911111001991910190110090100;100;87.5;60;100;83.3
2022;21589;11010101;911011111990901091011091101;25;100;66.7;25;100
2022;21589;11101111;910111101991910090111091100;50;75;66.7;50;100
2022;21589;01111101;910011110990910090111191011;75;75;66.7;75;100
2022;21589;01110101;911111111991910190101090100;75;62.5;86.7;50;83.3
2022;21589;01111111;911010110991910191100091101;87.5;75;86.7;50;83.3
2022;21589;11101101;911111101990910190110191100;50;87.5;66.7;75;100
2022;21589;01111100;901011111990910091111091111;50;100;66.7;50;100
2022;21589;11111101;911111111990911091100090111;75;37.5;86.7;25;66.7
2022;21589;11111011;911111111990910091110091110;75;62.5;66.7;25;83.3
2022;21589;11110111;910101101991901191110191110;100;87.5;0;25;83.3
2022;21589;01110111;911011111990910190111191111;62.5;62.5;33.3;50;83.3
2022;21589;01111111;910111111990911191111091000;87.5;75;80;75;100
2022;21589;01111111;910011111991910091111191101;62.5;62.5;80;100;100
2022;21589;11111111;911011111990910191111191100;75;62.5;66.7;100;83.3
2022;21589;01110101;911111111990911191111190110;62.5;50;100;75;100
2022;21589;11101111;911111111991911091111090011;87.5;62.5;46.7;100;100
2022;21589;01101111;911111011991911091111191110;100;87.5;66.7;25;100
2022;21589;11111111;911011110990911191111191111;75;75;86.7;0;83.3
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;;;;;;;
2022;21860;01100001;019191100000000009000000000;12.5;75;0;15;22.5
2022;21860;00000111;019090000001010009000001000;62.5;62.5;7.5;45;35
2022;21860;00100000;009091001001100009100100000;75;75;0;15;22.5
2022;21860;11100010;019090100111100019001000001;0;0;0;0;0
2022;21860;00001100;019090010111000009010100110;25;25;27.5;22.5;22.5
2022;21860;01010111;019190010101000109000000000;50;62.5;52.5;32.5;0
2022;21860;11111111;019090001101101009010010000;0;0;0;0;0
2022;21860;01100011;019090011101100109100001010;37.5;87.5;17.5;0;10
2022;21860;10100011;019090010101101009001001001;62.5;75;42.5;17.5;25
2022;21860;01110101;019191001000110109000110100;12.5;50;37.5;47.5;10
2022;21860;11111101;019090000101000019110111010;0;75;0;0;0
2022;21860;01111101;009191011101000009100000010;50;62.5;55;50;22.5
2022;21860;01110111;119090010101101009010000001;50;50;27.5;32.5;0
2022;21860;11100100;019091011010000109000001110;100;75;35;65;0
2022;21860;00110011;009090011001010119010111000;87.5;100;17.5;32.5;25
2022;21860;11111101;019091010111000109010000010;37.5;100;15;32.5;0
2022;21860;01111111;119191000101000009110101000;62.5;62.5;27.5;10;0
2022;21860;01010111;019091000110110109111100100;50;75;70;15;35
2022;21860;00010001;019191101111100009110100111;87.5;50;17.5;32.5;12.5
2022;21860;01110101;009190111111010019101001010;25;75;15;50;35
2022;21860;11111101;019090101111100109001010001;75;87.5;27.5;40;35
2022;21860;11100111;019091011110100109000110110;50;75;45;42.5;35
2022;21860;01100110;019091101111010009111010100;75;87.5;72.5;32.5;35
2022;21860;11111111;019090111110000109110100011;37.5;75;37.5;15;25
2022;21860;01100101;019091101101000109110111111;87.5;37.5;17.5;25;25
2022;21860;01110101;019191010101010109110110010;100;75;45;32.5;35
2022;21860;01110111;019190000101001109110111110;50;100;25;32.5;35
2022;21860;01110111;019090011111110109011001111;87.5;50;0;30;12.5
2022;21860;11101111;119190011100100009110110011;75;87.5;37.5;7.5;47.5
2022;21860;01111111;019191001111010109110110101;0;0;45;57.5;25
2022;21860;11111111;019190000111100009010111011;100;87.5;35;32.5;22.5
2022;21860;11101101;019090111111100009001111111;37.5;75;30;15;25
2022;21860;11111111;119090111111010009010110010;75;75;45;20;10
2022;21860;01110111;019191001111110009001111010;100;100;45;35;0
2022;21860;11110111;019091111111100009010000111;62.5;100;20;50;77.5
2022;21860;11111111;019191001111010009011110011;62.5;75;25;25;42.5
2022;21860;01011001;119091101111101109010110101;87.5;100;35;32.5;35
2022;21860;01111111;019191111101010009010101110;100;100;47.5;35;22.5
2022;21860;01010101;119191111111000119011100101;75;75;17.5;65;25
2022;21860;01111111;119191111111110019110000001;25;50;45;32.5;35
2022;21860;01111101;019091111101101109101111110;62.5;50;37.5;77.5;20
2022;21860;01111111;019191101111110009110011110;75;100;25;55;0
2022;21860;11111111;019191001111000109110101111;87.5;75;37.5;50;25
2022;21860;11100111;019091111111101109011001111;50;100;20;35;45
2022;21860;01101111;019191001110110119111111011;50;62.5;17.5;50;0
2022;21860;11111111;119191111111000009110111110;25;75;27.5;0;22.5
2022;21860;11111111;019090111111110109001111110;25;87.5;35;55;12.5
2022;21860;11111111;019091111111000119000101011;87.5;75;90;50;67.5
2022;21860;01111111;119191111101100109011100011;87.5;100;25;22.5;45
2022;21860;11110111;119091111111100019010111110;100;50;27.5;17.5;25
2022;21860;11011111;119090101101110119110111101;62.5;87.5;27.5;25;12.5
2022;21860;11111111;019191101111110109110110011;62.5;62.5;25;32.5;12.5
2022;21860;11111111;119191101111100009101110110;100;87.5;30;15;32.5
2022;21860;01111111;019091101111110109111110111;50;75;17.5;15;37.5
2022;21860;01000111;119091111110101119111110011;87.5;100;35;32.5;22.5
2022;21860;01111111;119191011111100109111110101;87.5;50;17.5;17.5;37.5
2022;21860;01111111;019190111111100109111100110;100;100;25;60;55
2022;21860;01111111;119191011011010119011110111;62.5;62.5;37.5;40;12.5
2022;21860;11110111;019191101110110119010110111;87.5;100;35;35;12.5
2022;21860;01101111;119091101111101109111111110;87.5;62.5;10;15;32.5
2022;21860;11111101;119190001101101019101111111;87.5;75;70;52.5;35
2022;21860;11001111;019191111101101119111110110;37.5;100;35;7.5;60
2022;21860;11110111;119091011111101109110101111;75;100;25;45;12.5
2022;21860;11111111;019090111111100119010111111;87.5;75;55;75;12.5
2022;21860;11110111;019091100111100119111111111;100;100;45;32.5;22.5
2022;21860;01110111;019091101111101109111111111;100;75;55;37.5;35
2022;21860;00111111;119191011111111119111110110;75;75;17.5;0;10
2022;21860;11111111;119091111111110119010101011;100;75;35;25;60
2022;21860;01110101;119090111111111019111111111;87.5;75;17.5;52.5;12.5
2022;21860;10110111;119091001111101109111111111;87.5;87.5;45;75;45
2022;21860;01111111;119091001111101119111110111;87.5;87.5;47.5;32.5;35
2022;21860;11110111;119191011111000119111110111;87.5;100;27.5;67.5;12.5
2022;21860;11111111;019191111101100109111111111;100;100;25;32.5;25
2022;21860;01111111;119191101111101119010110111;100;75;35;77.5;55
2022;21860;11111111;119190111111111109111110011;50;100;35;77.5;12.5
2022;21860;11111111;119091111111111109111110111;62.5;50;27.5;57.5;22.5
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;;;;;;;
2022;22451;01100110;910190901000000000000000000;37.5;12.5;30;45;0
2022;22451;00000101;910090900000000000000010000;75;75;70;70;60
2022;22451;00101101;900190910100011100000110000;37.5;75;55;30;10
2022;22451;01111010;900090900010011011110011001;25;0;55;0;20
2022;22451;11110111;900190910100100000000100011;50;75;15;50;50
2022;22451;00110111;900190900110001100001010001;100;75;50;35;60
2022;22451;01101110;900191910101000110000000000;75;87.5;80;100;50
2022;22451;11100111;900190900110101000110110100;50;50;30;30;0
2022;22451;01100001;910190911101001000001100110;37.5;100;85;25;60
2022;22451;01100101;901091901110011000100011100;62.5;75;40;70;10
2022;22451;00101100;911190901100110000001011101;37.5;50;80;50;70
2022;22451;01000101;911091911101100001100010110;25;50;75;100;0
2022;22451;01110101;911190900110001101110001000;37.5;75;75;45;80
2022;22451;01111101;901190900101111010101010001;87.5;50;30;50;0
2022;22451;10111011;900190900111001001100011001;50;87.5;45;100;80
2022;22451;01101101;900190901111000111010001001;75;87.5;55;70;60
2022;22451;01111111;900191910111011100010110000;75;75;40;0;0
2022;22451;11100110;910191901011111100100010100;62.5;62.5;40;55;30
2022;22451;01111101;901190910111001010101101100;62.5;37.5;50;60;10
2022;22451;00110001;900190910111011010100011001;100;100;70;85;90
2022;22451;11111110;900190900110101111100011001;62.5;62.5;50;35;50
2022;22451;11100101;910190901111000010101111000;100;75;70;60;50
2022;22451;01111111;900091910101001111100101000;100;87.5;25;25;100
2022;22451;00111001;900190901111111111000011101;75;37.5;50;50;20
2022;22451;11111111;900190911110101010000011001;100;87.5;65;60;30
2022;22451;11100101;900191910110111010111010010;62.5;75;75;45;30
2022;22451;01111111;901191911110111100001111000;75;50;0;0;0
2022;22451;00101101;901191911111100001010111100;100;50;15;60;70
2022;22451;00111101;910090911111101011001111010;75;25;45;75;40
2022;22451;11110101;901191900110101101101111110;25;37.5;45;55;0
2022;22451;11101111;900091900110111110111111000;75;50;90;60;0
2022;22451;01100011;911191911111100001111011100;50;62.5;35;70;0
2022;22451;01000101;910190911100011011110111110;87.5;87.5;80;25;50
2022;22451;11101111;911190900110101011000111101;75;87.5;30;85;0
2022;22451;11100101;901191900111110000111101110;37.5;87.5;30;85;100
2022;22451;01111110;910191900110111000111111110;37.5;37.5;60;55;70
2022;22451;11111111;900091911110011011110111000;50;87.5;70;100;0
2022;22451;11101101;900190911111111111100110001;62.5;100;45;55;20
2022;22451;11101111;911191901101101000110111000;62.5;100;55;85;70
2022;22451;10110101;901190910101111110010011111;37.5;62.5;100;100;50
2022;22451;11100001;901190911111111010100111111;50;87.5;25;100;40
2022;22451;01111111;901191911110110010110101110;50;100;100;60;0
2022;22451;01101011;911190901111101111111011010;50;50;75;75;50
2022;22451;11111101;911190901100111110100111001;75;87.5;90;75;70
2022;22451;01101111;901191910111101110101111001;75;75;75;85;50
2022;22451;01110111;900091910111111110111111111;50;25;65;50;60
2022;22451;11110111;910091901111101011101101111;75;75;75;85;50
2022;22451;11100101;910191911110111001111111011;62.5;100;80;50;40
2022;22451;11101111;910191911110111011001111111;62.5;62.5;45;100;0
2022;22451;11100101;911191911101110111110111101;50;75;65;100;10
2022;22451;11111111;910191911101111111101110110;37.5;75;45;50;20
2022;22451;11111111;901191901111111011101011100;100;87.5;85;50;60
2022;22451;11001111;911190911111100111110111101;75;87.5;40;100;50
2022;22451;11110111;901090911111101111111111111;62.5;50;55;25;60
2022;22451;01111111;911190911111101100011111111;100;100;70;50;70
2022;22451;01111111;910190911111101110101111111;75;87.5;75;75;90
2022;22451;11111111;911190910110111111101111111;62.5;75;85;35;60
2022;22451;11111111;911190911111111111110111110;87.5;62.5;85;70;0
2022;22451;01111111;911191901110111111111111110;87.5;75;85;100;100
2022;22451;11111111;910191911111111111111111111;87.5;62.5;100;75;80
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;;;;;;;
2022;27657;00110101;001109900001110900001910091;25;75;0;20;60
2022;27657;01100000;000009911110100910111900091;75;87.5;0;60;60
2022;27657;11111011;100009900101000900100910191;87.5;75;80;40;80
2022;27657;01101111;010119901001010900101901091;62.5;50;60;20;0
2022;27657;01110111;000119900100010911111901190;75;37.5;20;20;0
2022;27657;00110000;001119910111010901101900191;50;75;80;40;20
2022;27657;01010011;101119901100010911101901091;50;62.5;80;100;0
2022;27657;01110111;111119900101010901101911091;62.5;50;20;0;0
2022;27657;01011111;110119901001110901101911091;25;37.5;0;100;0
2022;27657;01101101;010119910011100910101901190;100;75;100;40;40
2022;27657;01101111;110119900111110910000911091;75;50;60;80;0
2022;27657;10010001;011019901110101901111910091;75;62.5;100;100;0
2022;27657;01110101;011119910101110910111911090;25;37.5;60;40;20
2022;27657;11100111;001109910001111900111901091;50;75;60;80;100
2022;27657;01111101;111119910111010910011900090;75;87.5;20;60;40
2022;27657;01111111;111119900011110910101900191;75;75;0;40;0
2022;27657;01111011;001119901101110900101901191;62.5;50;80;60;80
2022;27657;11100111;000119901000110911111910091;87.5;62.5;80;100;100
2022;27657;11101011;110109901101010911011910091;75;75;80;80;60
2022;27657;01111111;111119900101010901101901191;62.5;50;60;60;20
2022;27657;11111111;111119911010010910000910191;0;75;60;100;60
2022;27657;01111111;110119900111010910111901091;62.5;50;80;80;20
2022;27657;11110111;010119900101111900111901091;62.5;100;100;80;40
2022;27657;01111001;111119911001110910110910091;50;100;80;80;40
2022;27657;01110111;101119910101110910111901090;87.5;75;80;100;40
2022;27657;11101111;111119900101110901111900191;75;62.5;20;80;40
2022;27657;01101101;011119911001110901111911191;75;62.5;60;0;60
2022;27657;01111111;111119900001110901101901191;87.5;62.5;80;80;80
2022;27657;11111111;111109911101110900101901191;75;87.5;80;40;20
2022;27657;01110111;101119910111110900111901191;100;87.5;80;0;60
2022;27657;01111101;011119910101111911111911091;75;62.5;80;0;0
2022;27657;01110111;100109911101110911110911091;100;87.5;100;80;80
2022;27657;01111111;001119911101111900111901191;87.5;100;60;100;20
2022;27657;11111111;011119900111110901111910091;100;75;80;100;20
2022;27657;11111111;111109911011011911111910091;50;75;100;60;60
2022;27657;11111111;111119910111110910011911091;75;87.5;80;80;40
2022;27657;11101111;110119910101110911111911091;62.5;100;100;100;60
2022;27657;01111111;111119911101111911100900191;100;100;100;60;100
2022;27657;11111111;111119911111111911100911091;87.5;75;60;80;100
2022;27657;01111101;111119911111111911111901191;50;100;100;80;100
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;;;;;;;
2022;36356;00001000;000009900100000900100901090;62.5;75;20;20;0
2022;36356;11100010;000109900010010900100900090;50;62.5;60;20;20
2022;36356;11011100;001119900101000900001900090;25;62.5;80;80;0
2022;36356;10111000;010009910001001900100910090;62.5;62.5;100;60;20
2022;36356;01011011;111119910101010900001900090;0;75;60;0;0
2022;36356;01001001;011019910001010910011910190;25;62.5;60;40;0
2022;36356;01101101;010119900001100910100910091;75;0;80;60;20
2022;36356;11110101;100109910001100900111911091;0;0;40;80;20
2022;36356;01100001;000019910110100900111910191;37.5;50;80;60;20
2022;36356;11110110;100119901000110901101910190;37.5;50;40;0;0
2022;36356;01110111;110019901111000901001900090;0;75;60;80;60
2022;36356;01101001;101119900101010911001911091;0;50;60;0;0
2022;36356;01100001;111109911001100900011900090;87.5;87.5;80;40;100
2022;36356;01111101;111119911101110900100910190;0;0;0;0;0
2022;36356;11110111;000119900101100900001901191;62.5;75;60;100;0
2022;36356;00110101;110109900111010910101911191;50;50;60;20;0
2022;36356;11110011;010019911101110901001910190;62.5;37.5;60;80;40
2022;36356;01111111;110109901011010901111900091;12.5;75;0;100;40
2022;36356;11111111;011109900111000900001911191;62.5;62.5;80;100;0
2022;36356;01100111;110119900111110901101900191;62.5;12.5;80;60;40
2022;36356;01110111;100119910001110910101911191;75;25;80;60;0
2022;36356;11111101;011119900111110901111901090;12.5;75;40;20;60
2022;36356;01111101;011119910001010901111901091;87.5;62.5;60;80;20
2022;36356;01101111;010109911111110910001901091;75;62.5;80;100;20
2022;36356;11111101;001119910101110910101910091;87.5;62.5;60;60;40
2022;36356;01111001;011119910111110910101901090;62.5;62.5;80;80;80
2022;36356;01111101;111119910000101900111911191;37.5;75;20;100;0
2022;36356;11100101;011109910111110911101910090;75;100;80;100;20
2022;36356;01100011;111119911001111910111901091;0;62.5;80;40;60
2022;36356;11111101;010019901001110910111911191;0;100;60;80;80
2022;36356;01111011;101109910111010910111910191;75;75;40;60;60
2022;36356;01111111;110119900101110910110901191;100;62.5;60;100;60
2022;36356;01110111;001119910111111900111910091;75;62.5;80;100;40
2022;36356;00011111;101119910001110911111911091;62.5;75;40;60;100
2022;36356;11111111;111119911010010910111901190;87.5;50;80;40;20
2022;36356;11111111;111119910101110911111911091;0;0;0;60;40
2022;36356;11111111;111119911101010911101910091;50;100;60;60;20
2022;36356;01110111;111119911111110900111901091;62.5;37.5;60;60;100
2022;36356;01111111;110119911111111911111910191;75;100;60;80;40
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;;;;;;;
2022;1178675;01111111;009090100000001009000000000;50;37.5;25;52.5;0
2022;1178675;01101100;109190100010000009000010000;87.5;75;0;0;0
2022;1178675;00010001;019091111101110109000000000;37.5;100;0;0;0
2022;1178675;10100111;009091010101000019100100010;75;75;17.5;15;10
2022;1178675;01111111;019090010100011009110000000;62.5;75;20;25;35
2022;1178675;01111010;009090000111010009110000110;100;75;15;40;12.5
2022;1178675;01110111;019090000101000009000011110;75;100;27.5;40;35
2022;1178675;01110100;019090011100100109000110110;62.5;62.5;0;47.5;10
2022;1178675;11101111;019090000101101009000010110;75;75;15;10;12.5
2022;1178675;11110111;119090110101100009000011010;37.5;25;10;0;0
2022;1178675;00110111;019191111101011009000010010;37.5;62.5;0;47.5;0
2022;1178675;11111110;019090001111000109110100010;75;75;35;35;0
2022;1178675;01111111;019090000011010109011011011;0;75;27.5;35;35
2022;1178675;01111011;019090101111000009111000110;50;75;25;57.5;25
2022;1178675;01110111;119091011101001109011101110;0;25;0;0;0
2022;1178675;11111111;019091000111001019000101110;50;100;0;15;12.5
2022;1178675;01101101;019191111100010109110100100;62.5;50;37.5;57.5;0
2022;1178675;01111111;019090101100110109010101111;62.5;0;55;15;12.5
2022;1178675;01100101;019191111110000009011101010;87.5;62.5;45;37.5;45
2022;1178675;11100111;019091011111100109000010110;50;75;45;82.5;0
2022;1178675;01110101;019090101111000109100110111;75;75;35;7.5;35
2022;1178675;11110001;119090001110100119000011111;75;87.5;7.5;50;25
2022;1178675;01110111;019190111110100009001101011;62.5;62.5;37.5;22.5;12.5
2022;1178675;01111111;019091011101110109001001000;100;87.5;35;57.5;22.5
2022;1178675;01101111;019191110101000109010101100;100;62.5;35;40;42.5
2022;1178675;01111111;019090101101100109010011011;87.5;100;27.5;7.5;35
2022;1178675;01110110;019091101111010119110101010;62.5;25;55;10;12.5
2022;1178675;11111110;019191001111000109010101011;100;62.5;35;17.5;22.5
2022;1178675;01110111;019090100111110109111101011;50;75;0;32.5;10
2022;1178675;01110111;019190111101110109000110101;75;75;37.5;42.5;12.5
2022;1178675;11101111;019191100010100119011110110;37.5;75;47.5;25;22.5
2022;1178675;01111101;019091101101100109110101111;37.5;75;45;10;22.5
2022;1178675;01101111;019090010111100109110111101;100;62.5;25;40;47.5
2022;1178675;01111011;019191101111110109011001010;12.5;75;45;47.5;35
2022;1178675;01101111;019091111111101109010110011;37.5;62.5;27.5;30;32.5
2022;1178675;11100101;019191011110100019011110111;87.5;62.5;10;32.5;45
2022;1178675;01111111;019190011110010109011110110;75;87.5;45;40;35
2022;1178675;11110011;019090101111110109101111010;100;87.5;27.5;22.5;45
2022;1178675;01111111;019091111101110109111010010;75;75;55;42.5;35
2022;1178675;11111111;019191011111000119011100011;50;75;17.5;22.5;70
2022;1178675;01111111;019090111111000109110111111;50;87.5;25;22.5;45
2022;1178675;01101101;019091110111100119111100111;62.5;100;45;45;12.5
2022;1178675;11110111;019090101101101119110101111;62.5;50;27.5;50;45
2022;1178675;11111101;119091101111111109011001100;75;62.5;72.5;25;45
2022;1178675;01111100;119190111111100019111011111;62.5;37.5;37.5;17.5;35
2022;1178675;01111111;019091111101110009111111011;87.5;75;35;0;22.5
2022;1178675;11111011;019091101111000109110111111;87.5;87.5;45;57.5;25
2022;1178675;11111111;019190011111001119011010111;75;87.5;45;32.5;22.5
2022;1178675;11111111;019091101111010019110111111;37.5;100;7.5;50;0
2022;1178675;01111101;119190111110100119011111110;87.5;75;35;0;32.5
2022;1178675;01111111;019191111110111109010100111;87.5;50;45;50;22.5
2022;1178675;11111111;019090111111111109010101111;50;87.5;35;30;12.5
2022;1178675;11111111;019190101111100109011101110;100;100;47.5;50;70
2022;1178675;01111111;119191111111100119011001110;75;87.5;20;15;22.5
2022;1178675;01111101;019191111111111109110101010;50;87.5;52.5;40;35
2022;1178675;11111111;019191111111100119011100011;75;100;45;35;20
2022;1178675;11110111;119091011111110109111111101;62.5;100;0;25;0
2022;1178675;11101111;019191101111110119011111111;87.5;25;0;40;22.5
2022;1178675;01111101;119191101111101119111111011;50;75;25;15;45
2022;1178675;01110111;019190111111100109111111111;100;100;45;55;45
2022;1178675;11111111;019091111111100109011111111;100;87.5;35;42.5;52.5
2022;1178675;11111111;019091111111100119011101111;100;100;47.5;60;25
2022;1178675;11111111;119191101111100109111111110;75;100;35;32.5;35
2022;1178675;01111111;119191111111110109011111111;37.5;75;35;40;35
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;;;;;;;
2022;1178683;11110100;090190000900009000000000009;0;0;0;0;0
2022;1178683;00010011;090090000900009110010000009;0;0;0;0;0
2022;1178683;00100011;090190000901109000000100009;0;0;0;33.3;0
2022;1178683;01100100;090090000900009110000010009;25;87.5;0;20;0
2022;1178683;01110000;190091000900009000000000009;50;100;80;20;0
