"NU_ANO","CO_CURSO","NU_ITEM_OFG","NU_ITEM_OFG_Z","NU_ITEM_OFG_X","NU_ITEM_OFG_N","NU_ITEM_OCE","NU_ITEM_OCE_Z","NU_ITEM_OCE_X","NU_ITEM_OCE_N","DS_VT_GAB_OFG_FIN","DS_VT_GAB_OCE_FIN","DS_VT_ESC_OFG","DS_VT_ACE_OFG","DS_VT_ESC_OCE","DS_VT_ACE_OCE","TP_PRES","TP_PR_GER","TP_PR_OB_FG","TP_PR_DI_FG","TP_PR_OB_CE","TP_PR_DI_CE","TP_SFG_D1","TP_SFG_D2","TP_SCE_D1","TP_SCE_D2","TP_SCE_D3","NT_GER","NT_FG","NT_OBJ_FG","NT_DIS_FG","NT_FG_D1","NT_FG_D1_PT","NT_FG_D1_CT","NT_FG_D2","NT_FG_D2_PT","NT_FG_D2_CT","NT_CE","NT_OBJ_CE","NT_DIS_CE","NT_CE_D1","NT_CE_D2","NT_CE_D3","CO_RS_I1","CO_RS_I2","CO_RS_I3","CO_RS_I4","CO_RS_I5","CO_RS_I6","CO_RS_I7","CO_RS_I8","CO_RS_I9"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","AEADBECC","00100101","BDEDDDCAEDDDADAAEEDACEBCDEA","090191100900009010010101119",555,555,555,555,555,555,555,555,555,555,555,40,"47.9","37.5","63.5","51.5","57.5",50,"75.5","77.5",75,"37.3","40.9","16.7",10,20,20,"D","B","B","E","C","B","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDAEDEDC","01101111","EAEEEDEEDEABBAABBEBCCAACEED","090091000910009000100011019",555,555,555,555,555,555,555,555,555,555,555,"40.6","80.7",75,"89.3","95.5","77.5",100,83,65,"87.5","27.2","27.3","26.7",30,30,20,"D","B","D","D","C","C","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"ABEDDEDEDBABBACBEAEBBCDABED","090190000910009011000000019",555,555,555,555,555,555,555,555,555,333,333,41,"98.7",100,"96.8",100,100,100,"93.5","67.5",100,"21.8","22.7","16.7",50,0,0,"B","C","B","D","C","A","A","B","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDAEDEDC","01101111","ABCDCCCBBEACDAEDEABBDAEBCCA","090190111910009011100000009",555,555,555,555,555,555,555,555,555,555,333,"41.4","71.2",75,"65.5",73,65,75,58,90,50,"31.4","36.4","3.3",0,10,0,"A","D","A","A","C","A","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DEACDDDC","00111011","DDBEADBAEDADEEDCDBBEBCBCDEC","190091000910109000100001119",555,555,555,555,555,555,555,555,555,555,555,"41.8","65.5","62.5",70,87,35,100,53,65,50,"33.9","36.4",20,30,10,20,"D","A","D","B","D","D","D","D","E"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACECDE","01110010","EDDDACEBBBADBBCDDBCBBEABDDC","091190011910019000000110109",555,555,555,555,555,555,555,555,555,555,333,"42.5","58.7",50,"71.8","65.5","77.5","62.5",78,90,75,"37.1","40.9","15.6",0,"46.7",0,"C","C","B","E","C","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADAEDEAC","01101101","CAADDDBADAAEEDBBAAEAECBCACD","090191000910109001011001009",555,555,555,555,555,555,555,555,555,555,555,"42.7","57.2","62.5","49.3",43,65,"37.5","55.5","77.5",50,"37.9","36.4","46.7",60,20,60,"D","B","B","E","D","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"EADDBDEECEBDBDCBADEDDDADEED","091191000900009000000010019",555,555,555,555,555,555,555,555,555,555,555,"43.7","95.1",100,"87.8",78,90,75,"97.5","87.5",100,"26.6","22.7","48.9",40,"46.7",60,"B","A","B","A","C","A","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACEEDC",11110111,"DADEDDEBCDACBECABBDAECDABEC","191091010910009000011000019",555,555,555,555,555,333,555,555,333,333,333,44,"83.1","87.5","76.5","75.5","77.5",75,"77.5","87.5",75,"30.9","36.4",0,0,0,0,"B","A","B","A","C","B","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACBECC","01110101","DCEDDEEEDAAAEEADABDACEBBEEE","190190000911109000010100019",555,555,555,555,555,555,555,555,555,555,555,"44.7","74.1","62.5","91.5","97.5","87.5",100,"85.5","77.5","87.5","34.9","36.4","26.7",40,20,20,"D","B","B","E","D","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACCEDC",11110111,"CBEDBDABAEDDCECBAABCDEAEEED","090191010900009001100110019",555,555,555,555,555,555,555,555,555,555,555,"44.9","72.1","87.5",49,45,75,"37.5",53,65,50,"35.8","36.4","32.2",30,"46.7",20,"B","B","A","B","D","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEAC",11111101,"DDAEEECEEBAEEACCCECAEEABACC","190090100910109000011110009",555,555,555,555,555,555,555,555,555,555,333,"44.9","79.4","87.5","67.3","63.5","67.5","62.5",71,55,75,"33.4","36.4","16.7",30,20,0,"B","C","C","D","D","B","B","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACBEDC",11110111,"CCADEDDBBDBACAADADAEEEBBDED","090191011901009000001100119",555,555,555,555,555,555,555,555,555,555,555,45,"72.4","87.5","49.8","28.5","42.5",25,71,55,75,"35.8","40.9","6.7",0,20,0,"B","C","B","B","C","A","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACDEEC","01111101","DCDDEBBEACBEDBAAAADDCBACDDD","191190000900019001000011109",555,555,555,555,555,555,555,555,555,555,555,46,"79.2",75,"85.5","95.5","77.5",100,"75.5","77.5",75,"34.9","36.4","26.7",20,40,20,"B","C","B","D","D","C","B","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADBCCEDC","01010111","CAECBDCDDADBECAEADBACEBCADC","090091100900109100110101009",555,555,555,555,555,555,555,555,555,555,555,"46.1",75,"62.5","93.8",100,100,100,"87.5","87.5","87.5","36.4","36.4","36.7",50,40,20,"C","B","B","A","C","C","B","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACBDBC","01110001","CEADBECDBABEBCAEEDDADEADDED","090190101900009110010110119",555,555,555,555,555,555,555,555,555,555,555,"46.2","56.6",50,"66.5","55.5","77.5",50,"77.5","87.5",75,"42.7","45.5","26.7",40,20,20,"D","C","B","B","C","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACDEDC","01111111","DCDBADCADDCBCBEDDAACCECEDCC","191091100900019001000100109",555,555,555,555,555,555,555,555,555,555,555,"46.2","83.2","87.5","76.8","75.5","77.5",75,78,90,75,"33.9","36.4",20,20,40,0,"D","B","B","B","C","D","C","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADAEDEEC","01101101","ACBDDDDBDAAEECCDEBAADECAEED","090191010910109010010100019",555,555,555,555,555,555,555,555,555,555,555,"46.2",67,"62.5","73.8","57.5","87.5",50,90,100,"87.5","39.3","40.9",30,20,30,40,"C","B","C","B","D","C","B","B","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DEEDDDDDBBABDBADEDACCBCCDBD","190191001910019010000001109",555,555,555,555,555,555,555,333,555,555,555,"46.4","70.7",100,"26.8","53.5","67.5",50,0,0,0,"38.3","40.9","23.3",0,30,40,"B","B","D","A","D","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"BADDCEBCEDAECBCBACDDEEACCBE","091190000910019000001111009",555,555,555,555,555,555,555,555,555,555,555,"46.8","87.1",100,"67.8",60,100,50,"75.5","77.5",75,"33.4","36.4","16.7",20,30,0,"C","C","C","B","D","C","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADAEAEDC","01100111","DDBCEBDBDEAABBADAABAEAECDEE","190090010911019001111001119",555,555,555,555,555,555,555,555,555,555,555,"47.1",45,"62.5","18.8",21,55,"12.5","16.5","32.5","12.5","47.8","54.5",10,10,20,0,"C","C","B","A","D","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DEACAEEC","00110101","DEDDADCBEDDAECDCBBADCEAECED","191191110901109000000110019",555,555,555,555,555,555,555,555,555,555,555,"47.1","54.9",50,"62.3",61,55,"62.5","63.5","67.5","62.5","44.5",50,"13.3",20,20,0,"D","A","B","B","E","A","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACAECC","01110101","DADDEDDAEEBBEDBBCCCBECBCCEB","191191000900109000001001019",555,555,555,555,555,555,555,555,555,555,555,"47.5","73.3","62.5","89.5","83.5","67.5","87.5","95.5","77.5",100,"38.9","36.4","53.3",60,80,20,"C","B","A","D","E","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADEDDEDC","01001111","DDDDEDBDBDABEDBDECCDEEDBCEA","191191001910109010001100019",555,555,555,555,555,333,555,555,333,333,333,"47.9","63.9","62.5",66,"93.5","67.5",100,"38.5","42.5","37.5","42.5",50,0,0,0,0,"D","A","B","B","D","E","D","E","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DDDDCDDDBDBDEDCBAAAADAADDAA","191191001900109001010010109",555,555,555,555,555,555,555,333,555,555,333,48,"71.5",100,"28.8","57.5","87.5",50,0,0,0,"40.2","45.5",10,20,10,0,"C","B","D","E","E","C","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","EDAEAEDE","01100110","DCDBAECBDECECABEEAEAEEDDDEB","191090110900009111011100119",555,555,555,555,555,555,555,555,333,333,555,"48.6","52.4",50,56,59,45,"62.5",53,65,50,"47.3","54.5","6.7",0,0,20,"B","C","C","A","D","C","A","C","C"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACEEDC","01110111","DACEDDABDABBEDDBEABABEADCBD","190091010900109011110110009",555,555,555,555,555,555,555,555,333,555,333,49,"70.7",75,"64.3","67.5","87.5","62.5",61,55,"62.5","41.8","45.5","21.1",0,"63.3",0,"C","A","B","D","E","C","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DBACDEDC","00111111","DCDEEBBEBCBDEBACDCDAEECCCDE","191090001900119000011101009",555,555,555,555,555,555,555,555,555,555,555,"49.2","78.7",75,"84.3","95.5","77.5",100,73,65,75,"39.3","40.9",30,50,20,20,"D","C","B","B","D","A","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BBBCDEDC",10011111,"DADEEDEADCBDEDDDAACCEEACCED","191091000900109001001111019",555,555,555,555,555,555,555,555,555,555,555,"49.7","67.4",75,56,"65.5","77.5","62.5","46.5","32.5",50,"43.8","45.5","34.4",30,"53.3",20,"E","E","C","E","E","B","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DBBECDEECDBCEBCEECDCECAECEE","190091000900119110001010019",555,555,555,555,555,555,555,555,555,555,555,"49.8","85.7",100,"64.3","55.5","77.5",50,73,65,75,"37.8","40.9",20,40,20,0,"C","C","D","A","C","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","EDACDCDA","01111010","EDDDEDCCEDAAEDBCCEBCEEBCCEA","091191100911109000101101019",555,555,555,555,555,555,333,555,555,555,333,"50.5","52.6","62.5","37.8",0,0,0,"75.5","77.5",75,"49.8","54.5","23.3",40,30,0,"D","B","B","B","C","B","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DBEADDEADEAEEBADDABCAEAAEED","190091000910119001100110019",555,555,555,555,555,555,555,555,555,555,555,"50.7","77.5",100,"43.8",30,100,"12.5","57.5","87.5",50,"41.7","45.5",20,10,50,0,"C","C","B","C","D","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACAEDC","01110111","DADDEDEBDEAABBBBBBAAAAAABBB","191191010911019000010010009",555,555,555,555,555,555,555,555,555,555,555,"51.6","77.2",75,"80.5",83,65,"87.5",78,90,75,43,"45.5","28.9",30,"56.7",0,,,,,,,,,
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DADDADEEEDABEAADEAACEAAEEEC","191191000910109011001010019",555,555,555,555,555,333,555,555,333,333,333,"52.4","82.1",100,"55.3","57.5","87.5",50,53,65,50,"42.5",50,0,0,0,0,"B","C","B","A","C","B","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","EDACDEDA","01111110","DABDDDEBBDBBEAAAABAADEACDEE","190191011900109000010111119",555,555,555,555,555,555,555,555,555,555,555,"52.6","65.5",75,"51.3",29,45,25,"73.5","67.5",75,"48.3","54.5","13.3",20,0,20,"B","A","A","B","D","B","A","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"EDDDBDEDBDABEAAEEAAACDACCAD","091191001910109111010011009",555,555,555,555,555,555,555,555,555,555,555,"52.8","63.1",100,"7.8","15.5","77.5",0,0,0,0,"49.3","54.5",20,30,10,20,"C","C","B","B","D","C","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DAACBEDC","00110111","DAEDEDCBBEAEBDADDABDEEDAAEA","190191111910009001101100019",555,555,555,555,555,555,555,555,555,555,555,"53.3","45.7","62.5","20.5",41,55,"37.5",0,0,0,"55.8","54.5","63.3",60,70,60,"B","B","B","D","E","B","B","B","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","EDACBECC","01110101","BCDDECCBBCBCEADEEADAEEBEDDE","091190111900109111011100109",555,555,555,555,555,555,555,555,555,555,555,"53.6","54.9","62.5","43.5","33.5","67.5",25,"53.5","67.5",50,"53.1","59.1","18.9",30,"26.7",0,"B","B","B","D","A","A","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACDEDC","01111111","DDDEDDDBDEAAEBBDECBABEADDBE","191091010911119010110110109",555,555,555,333,555,333,333,333,333,333,333,"53.7","52.5","87.5",0,0,0,0,0,0,0,"54.1","63.6",0,0,0,0,"C","B","A","D","D","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDC",11111111,"DCEDDDDEDABDBBDCDABACECDDED","190191000900019001110100119",555,555,555,555,555,555,555,555,555,555,555,"54.3","88.2",100,"70.5","85.5","77.5","87.5","55.5","77.5",50,43,"45.5","28.9",10,"36.7",40,"C","C","B","B","D","B","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDAEDEDC",11101111,"DDDDDECBECADEABECDDCBAAADED","191190110910109100000010119",555,555,555,555,555,555,555,555,555,555,555,"55.9","74.2","87.5","54.3","57.5","87.5",50,51,55,50,"49.8",50,"48.9",60,"46.7",40,"C","C","B","D","D","B","A","D","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADAEDEDC","01101111","DDDECDDEBEBBEBEEEBDAEDADDBE","191091001900119110011010109",555,555,555,555,555,555,555,555,555,555,555,"55.9","74.3",75,"73.3","95.5","77.5",100,51,55,50,"49.7","54.5","22.2",30,"36.7",0,"C","C","B","B","C","A","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","EDAEDEDA","01101110","DCDDDDDBEEEAEAAEEACABDACCEA","191191010901109111010011019",555,555,555,555,555,333,555,555,333,333,333,"56.6",64,"62.5","66.3","53.5","67.5",50,79,45,"87.5","54.1","63.6",0,0,0,0,"B","B","B","E","D","A","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACDEDC","01111111","CDADDDDBBAAEBDABEDEAEEACDED","090191011910009010011111119",555,555,555,555,555,333,555,555,333,333,333,"57.6","79.9","87.5","68.5",66,80,"62.5",71,55,75,"50.2","59.1",0,0,0,0,"B","C","C","B","D","B","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACDEDC","01111111","DDDAEDCCCDBAEDEECDCAEEAECEC","191091100901109100011110019",555,555,555,555,555,555,555,555,555,555,555,"57.6","80.8","87.5","70.8",73,65,75,"68.5","42.5",75,"49.8","54.5","23.3",20,30,20,"D","A","D","A","C","C","B","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDACDEDB","01111110","DDDDEDDDBEADEBAEEDCABAADCEE","191191001910119110010010019",555,555,555,555,555,555,555,555,555,555,555,"58.8","75.1",75,"75.3",75,75,75,"75.5","77.5",75,"53.4","59.1","21.1",0,"63.3",0,"D","B","B","B","C","C","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACAEAE",11110100,"DCBDBDEBEEAAEDBBAABACDACEEA","190191010911109001110011019",555,555,555,555,555,555,555,555,555,555,555,"60.9","69.3","62.5","79.5","73.5","67.5",75,"85.5","77.5","87.5","58.1","59.1","52.2",70,"46.7",40,"B","C","B","B","D","C","A","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACBECC",11110101,"DDDEDDEBDEAAEBBDCEBADEAEEED","191091010911119000110110019",555,555,555,555,555,555,555,555,555,555,555,"61.3","76.1",75,"77.8",70,100,"62.5","85.5","77.5","87.5","56.4","59.1","41.1",60,"63.3",0,"D","C","C","B","C","C","B","D","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","DDAEDEDC","01101111","DDDDEDCABEBEEBBEECDDEEAEEEE","191191101900119110001110019",555,555,555,555,555,555,555,555,555,555,555,"61.5","74.7",75,"74.3",83,65,"87.5","65.5","77.5","62.5","57.1","63.6",20,30,30,0,"C","C","B","D","C","B","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACBEDC",11110111,"DBABCDCDEDAEEBEEEABDEBACDEE","190091100910119111101011119",555,555,555,555,555,555,555,333,555,555,555,62,"65.1","87.5","31.5",63,65,"62.5",0,0,0,61,"68.2",20,30,30,0,,,,,,,,,
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACBEEC","01110101","DEDDDDDEBCBEEBCEEABAEEACCCD","191191001900119111111111009",555,555,555,555,555,555,555,555,555,555,555,"63.1","57.8","62.5","50.8",55,75,50,"46.5","32.5",50,"64.8","72.7",20,40,20,0,"C","B","B","E","D","B","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACBEDC",11110111,"DDEDDDCBBAAAEBDBEDEDEEAEEEA","190191111911119010001110019",555,555,555,555,555,555,555,555,555,555,555,"65.2","69.8","87.5","43.3","35.5","77.5",25,51,55,50,"63.6","68.2","37.8",50,"63.3",0,"C","C","A","D","D","C","A","C","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","ADACBEDC","01110111","DCDCBDCABEAEEBDBCACAEEAEDED","191091101910119001011110119",555,555,555,555,555,555,555,555,555,555,555,66,69,75,60,"53.5","67.5",50,"66.5","32.5",75,65,"68.2","46.7",50,30,60,"D","B","C","E","D","C","B","C","B"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BBACDEDC",10111111,"DADADDCEBCBAEDABEDBAECACDDA","191091101901109010111011109",555,555,555,555,555,555,555,555,555,555,555,"67.8","86.2","87.5","84.3",73,65,75,"95.5","77.5",100,"61.7","63.6","51.1",50,"63.3",40,"D","C","C","B","D","C","D","C","C"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDAEDEDC",11101111,"BBDDCDCBBEAAEACBBCDAEEACDEE","091191111911109000011111119",555,555,555,555,555,555,555,555,555,555,555,"73.4","86.7","87.5","85.5","75.5","77.5",75,"95.5","77.5",100,69,"72.7","47.8",70,"73.3",0,"D","C","B","B","E","A","A","B","A"
2022,13090,8,0,0,0,27,0,0,0,"BDACDEDC","DCDDCDCBBBAAEBCEEABAEEACDEA","BDACDEDE",11111110,"CAADCDCBBAACEBCEBACAEEACEEA","090191111910119101011111019",555,555,555,555,555,555,555,555,555,555,555,"73.9","79.6","87.5","67.8",60,100,50,"75.5","77.5",75,72,"72.7","67.8",60,"63.3",80,"D","C","C","D","D","B","B","C","B"
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD","CDACDDDC","01111011","CCEACACBDACEBDCAEBBCBEDCABE","010000091000000990000000000",555,555,555,555,555,555,555,555,555,555,333,"24.6","72.7",75,"69.3",70,100,"62.5","68.5","42.5",75,"8.6","8.3",10,0,30,0,"D","B","C","B","D","D","B","D","B"
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD","AEAEBBCC","00100001","DCECCCCEEBCDDDBBAECDACECDCA","010100090000101990010000010",555,555,555,555,555,555,555,555,555,555,555,"28.4","36.3",25,"53.3","53.5","67.5",50,53,65,50,"25.8",25,30,20,20,50,"B","C","C","C","D","C","B","D","B"
2022,13107,8,0,0,0,27,0,0,0,"BDACDEDC","ACCCBDEADEEADBBCBCEDEACABCD","ADACBDCE","01110000","ACEBAAEAEBCCEEBAAECDDCABCEE","110000190000001990010000000",555,555,555,555,555,555,555,555,555,555,555,"29.2","48.6","37.5","65.3","67.5","87.5","62.5",63,65,"62.5","22.7","20.8","33.3",20,40,40,"B","C","B","A","C","C","A","B","A"
